lcl|NC_015762.1_mrna_XM_012316519.2_1	LOC100649911
lcl|NC_015773.1_mrna_XM_003399863.3_15581	LOC100649425
lcl|NC_015773.1_mrna_XM_003399861.3_15582	LOC100649189
lcl|NC_015773.1_mrna_XM_012315182.2_15583	LOC100648530
lcl|NC_015773.1_mrna_XM_003399853.3_15584	LOC100648336
lcl|NC_015773.1_mrna_XM_003399854.3_15585	LOC100648336
lcl|NC_015773.1_mrna_XM_003399859.3_15586	LOC100648994
lcl|NC_015773.1_mrna_XM_003399850.3_15587	LOC100647909
lcl|NC_015773.1_mrna_XM_020865993.1_15588	LOC100647909
lcl|NC_015773.1_mrna_XM_012315170.1_15589	LOC100647909
lcl|NC_015773.1_miscrna_XR_001099238.2_15590	LOC100648110
lcl|NC_015773.1_mrna_XM_020865995.1_15591	LOC100648110
lcl|NC_015773.1_mrna_XM_012315171.2_15592	LOC100648877
lcl|NC_015773.1_mrna_XM_012315173.2_15593	LOC100648877
lcl|NC_015773.1_mrna_XM_012315174.2_15594	LOC100648877
lcl|NC_015773.1_mrna_XM_012315178.2_15595	LOC100648877
lcl|NC_015773.1_mrna_XM_012315179.2_15596	LOC100648877
lcl|NC_015773.1_mrna_XM_012315175.2_15597	LOC100648877
lcl|NC_015773.1_mrna_XM_012315176.2_15598	LOC100648877
lcl|NC_015773.1_mrna_XM_012315172.2_15599	LOC100648877
lcl|NC_015773.1_mrna_XM_020865994.1_15600	LOC100648223
lcl|NC_015773.1_mrna_XM_003399857.3_15601	LOC100648764
lcl|NC_015773.1_miscrna_XR_002308248.1_15602	LOC100647784
lcl|NC_015773.1_mrna_XM_003399849.3_15603	LOC100647784
lcl|NC_015773.1_mrna_XM_003399848.3_15604	LOC100647669
lcl|NC_015773.1_mrna_XM_012315167.2_15605	LOC105666359
lcl|NC_015773.1_ncrna_XR_001099237.2_15606	LOC105666358
lcl|NC_015773.1_mrna_XM_012315165.2_15607	LOC100647548
lcl|NC_015773.1_mrna_XM_020865863.1_15608	LOC100647433
lcl|NC_015773.1_mrna_XM_012315164.2_15609	LOC100647312
lcl|NC_015773.1_mrna_XM_003399843.3_15610	LOC100647039
lcl|NC_015773.1_mrna_XM_020865847.1_15611	LOC100647039
lcl|NC_015773.1_mrna_XM_012315159.2_15612	LOC100647039
lcl|NC_015773.1_mrna_XM_012315163.2_15613	LOC100647039
lcl|NC_015773.1_mrna_XM_020865849.1_15614	LOC100647039
lcl|NC_015773.1_mrna_XM_012315160.2_15615	LOC100647039
lcl|NC_015773.1_mrna_XM_020865850.1_15616	LOC100647039
lcl|NC_015773.1_mrna_XM_020865848.1_15617	LOC100647039
lcl|NC_015773.1_mrna_XM_012315162.2_15618	LOC100647039
lcl|NC_015773.1_mrna_XM_020865852.1_15619	LOC100647039
lcl|NC_015773.1_mrna_XM_020865854.1_15620	LOC100646797
lcl|NC_015773.1_mrna_XM_020865864.1_15621	LOC110119750
lcl|NC_015773.1_mrna_XM_020865859.1_15622	LOC100646797
lcl|NC_015773.1_mrna_XM_020865862.1_15623	LOC100646797
lcl|NC_015773.1_mrna_XM_003399841.3_15624	LOC100646797
lcl|NC_015773.1_mrna_XM_020865860.1_15625	LOC100646797
lcl|NC_015773.1_mrna_XM_020865853.1_15626	LOC100646797
lcl|NC_015773.1_mrna_XM_020865856.1_15627	LOC100646797
lcl|NC_015773.1_mrna_XM_020865855.1_15628	LOC100646797
lcl|NC_015773.1_mrna_XM_020865861.1_15629	LOC100646797
lcl|NC_015773.1_mrna_XM_020865857.1_15630	LOC100646797
lcl|NC_015773.1_ncrna_XR_002308241.1_15631	LOC105666357
lcl|NC_015773.1_ncrna_XR_002308238.1_15632	LOC105666357
lcl|NC_015773.1_ncrna_XR_002308240.1_15633	LOC105666357
lcl|NC_015773.1_ncrna_XR_002308239.1_15634	LOC105666357
lcl|NC_015773.1_mrna_XM_020865906.1_15635	LOC100646921
lcl|NC_015773.1_mrna_XM_003399840.3_15636	LOC100646600
lcl|NC_015773.1_mrna_XM_020866028.1_15637	LOC100646481
lcl|NC_015773.1_mrna_XM_020866027.1_15638	LOC100646481
lcl|NC_015773.1_miscrna_XR_002308276.1_15639	LOC100646481
lcl|NC_015773.1_mrna_XM_003399839.3_15640	LOC100646481
lcl|NC_015773.1_mrna_XM_020866029.1_15641	LOC100646481
lcl|NC_015773.1_mrna_XM_012315156.2_15642	LOC100646358
lcl|NC_015773.1_mrna_XM_012315155.2_15643	LOC100646358
lcl|NC_015773.1_mrna_XM_003399838.3_15644	LOC100646358
lcl|NC_015773.1_mrna_XM_020866030.1_15645	LOC100646358
lcl|NC_015773.1_mrna_XM_012315151.2_15646	LOC100646239
lcl|NC_015773.1_mrna_XM_012315152.2_15647	LOC100646239
lcl|NC_015773.1_mrna_XM_012315149.2_15648	LOC100646239
lcl|NC_015773.1_mrna_XM_012315148.2_15649	LOC100646239
lcl|NC_015773.1_mrna_XM_012315150.2_15650	LOC100646239
lcl|NC_015773.1_mrna_XM_012315153.2_15651	LOC100646239
lcl|NC_015773.1_mrna_XM_012315154.2_15652	LOC100646239
lcl|NC_015773.1_mrna_XM_020866031.1_15653	LOC100646239
lcl|NC_015773.1_mrna_XM_003399836.3_15654	LOC100646123
lcl|NC_015773.1_mrna_XM_003399835.3_15655	LOC100646005
lcl|NC_015773.1_mrna_XM_020865805.1_15656	LOC100645772
lcl|NC_015773.1_mrna_XM_003399833.3_15657	LOC100645772
lcl|NC_015773.1_mrna_XM_012315145.2_15658	LOC100645772
lcl|NC_015773.1_mrna_XM_012315146.2_15659	LOC100645772
lcl|NC_015773.1_mrna_XM_003399832.3_15660	LOC100645650
lcl|NC_015773.1_mrna_XM_012315143.2_15661	LOC100645650
lcl|NC_015773.1_mrna_XM_020866056.1_15662	LOC100645534
lcl|NC_015773.1_mrna_XM_020866057.1_15663	LOC100645343
lcl|NC_015773.1_mrna_XM_003399829.3_15664	LOC100645213
lcl|NC_015773.1_mrna_XM_012315135.2_15665	LOC100645213
lcl|NC_015773.1_mrna_XM_020865775.1_15666	LOC100645213
lcl|NC_015773.1_mrna_XM_020865774.1_15667	LOC100645213
lcl|NC_015773.1_mrna_XM_012315137.2_15668	LOC100645213
lcl|NC_015773.1_mrna_XM_003399828.3_15669	LOC100645096
lcl|NC_015773.1_mrna_XM_012315134.2_15670	LOC100645096
lcl|NC_015773.1_mrna_XM_020866039.1_15671	LOC100644976
lcl|NC_015773.1_mrna_XM_003399827.3_15672	LOC100644976
lcl|NC_015773.1_mrna_XM_003399826.3_15673	LOC100644860
lcl|NC_015773.1_mrna_XM_003399825.3_15674	LOC100644736
lcl|NC_015773.1_mrna_XM_020866040.1_15675	LOC100644495
lcl|NC_015773.1_mrna_XM_020866044.1_15676	LOC100644495
lcl|NC_015773.1_mrna_XM_020866043.1_15677	LOC100644495
lcl|NC_015773.1_mrna_XM_012315132.2_15678	LOC100644495
lcl|NC_015773.1_mrna_XM_020866042.1_15679	LOC100644495
lcl|NC_015773.1_mrna_XM_003399823.3_15680	LOC100644495
lcl|NC_015773.1_mrna_XM_020866041.1_15681	LOC100644495
lcl|NC_015773.1_mrna_XM_003399822.3_15682	LOC100644221
lcl|NC_015773.1_mrna_XM_003399821.2_15683	LOC100644101
lcl|NC_015773.1_mrna_XM_003399820.3_15684	LOC100643983
lcl|NC_015773.1_mrna_XM_020865708.1_15685	LOC100643983
lcl|NC_015773.1_mrna_XM_012315124.2_15686	LOC100643983
lcl|NC_015773.1_mrna_XM_012315125.2_15687	LOC100643983
lcl|NC_015773.1_mrna_XM_012315126.2_15688	LOC100643983
lcl|NC_015773.1_mrna_XM_012315127.2_15689	LOC100643983
lcl|NC_015773.1_mrna_XM_012315129.2_15690	LOC100643983
lcl|NC_015773.1_mrna_XM_020865709.1_15691	LOC100643983
lcl|NC_015773.1_mrna_XM_012315130.2_15692	LOC100643983
lcl|NC_015773.1_mrna_XM_003399819.3_15693	LOC100643859
lcl|NC_015773.1_mrna_XM_012315131.2_15694	LOC100643859
lcl|NC_015773.1_mrna_XM_003399816.3_15695	LOC100643500
lcl|NC_015773.1_mrna_XM_020865728.1_15696	LOC100643500
lcl|NC_015773.1_mrna_XM_003399817.3_15697	LOC100643624
lcl|NC_015773.1_ncrna_XR_002308234.1_15698	LOC110119739
lcl|NC_015773.1_ncrna_XR_002308233.1_15699	LOC110119739
lcl|NC_015773.1_ncrna_XR_002308232.1_15700	LOC110119739
lcl|NC_015773.1_mrna_XM_012315122.2_15701	LOC100643380
lcl|NC_015773.1_mrna_XM_012315120.2_15702	LOC100643380
lcl|NC_015773.1_mrna_XM_012315119.2_15703	LOC100643380
lcl|NC_015773.1_mrna_XM_003399815.3_15704	LOC100643380
lcl|NC_015773.1_mrna_XM_012315121.2_15705	LOC100643380
lcl|NC_015773.1_mrna_XM_020865729.1_15706	LOC100643133
lcl|NC_015773.1_miscrna_XR_002308235.1_15707	LOC100643133
lcl|NC_015773.1_mrna_XM_020865730.1_15708	LOC100643133
lcl|NC_015773.1_mrna_XM_012315116.2_15709	LOC100643133
lcl|NC_015773.1_mrna_XM_020865731.1_15710	LOC100643133
lcl|NC_015773.1_mrna_XM_020865732.1_15711	LOC100643133
lcl|NC_015773.1_ncrna_XR_002308254.1_15712	LOC110119757
lcl|NC_015773.1_mrna_XM_003399811.3_15713	LOC100642937
lcl|NC_015773.1_mrna_XM_003399812.3_15714	LOC100642937
lcl|NC_015773.1_mrna_XM_020865924.1_15715	LOC100642652
lcl|NC_015773.1_mrna_XM_012315113.2_15716	LOC100642652
lcl|NC_015773.1_mrna_XM_012315114.2_15717	LOC100642652
lcl|NC_015773.1_mrna_XM_020866024.1_15718	LOC100651613
lcl|NC_015773.1_mrna_XM_012315105.2_15719	LOC100642533
lcl|NC_015773.1_mrna_XM_003399809.3_15720	LOC100642533
lcl|NC_015773.1_mrna_XM_020866021.1_15721	LOC100642533
lcl|NC_015773.1_mrna_XM_020866022.1_15722	LOC100642533
lcl|NC_015773.1_mrna_XM_003399952.2_15723	LOC100651381
lcl|NC_015773.1_mrna_XM_020866019.1_15724	LOC100642415
lcl|NC_015773.1_mrna_XM_020866020.1_15725	LOC100642415
lcl|NC_015773.1_mrna_XM_012315110.2_15726	LOC100642295
lcl|NC_015773.1_mrna_XM_012315109.2_15727	LOC100642295
lcl|NC_015773.1_mrna_XM_020866023.1_15728	LOC100642295
lcl|NC_015773.1_mrna_XM_012315108.2_15729	LOC100642295
lcl|NC_015773.1_mrna_XM_003399807.3_15730	LOC100642295
lcl|NC_015773.1_mrna_XM_012315111.2_15731	LOC100642295
lcl|NC_015773.1_mrna_XM_003399805.3_15732	LOC100652207
lcl|NC_015773.1_mrna_XM_012315102.2_15733	LOC100651537
lcl|NC_015773.1_mrna_XM_012315101.2_15734	LOC100651537
lcl|NC_015773.1_mrna_XM_020866032.1_15735	LOC100651537
lcl|NC_015773.1_mrna_XM_012315103.2_15736	LOC100651537
lcl|NC_015773.1_mrna_XM_012315097.2_15737	LOC100651849
lcl|NC_015773.1_mrna_XM_012315100.2_15738	LOC100651968
lcl|NC_015773.1_mrna_XM_012315099.2_15739	LOC100651968
lcl|NC_015773.1_mrna_XM_020865907.1_15740	LOC100651728
lcl|NC_015773.1_mrna_XM_012315096.2_15741	LOC100651415
lcl|NC_015773.1_mrna_XM_003399798.3_15742	LOC100651415
lcl|NC_015773.1_mrna_XM_003399797.3_15743	LOC100651173
lcl|NC_015773.1_mrna_XM_012315095.2_15744	LOC100651052
lcl|NC_015773.1_mrna_XM_012315094.2_15745	LOC100650699
lcl|NC_015773.1_mrna_XM_020865718.1_15746	LOC100650699
lcl|NC_015773.1_mrna_XM_012315090.2_15747	LOC100650936
lcl|NC_015773.1_mrna_XM_012315076.2_15748	LOC100650936
lcl|NC_015773.1_mrna_XM_020865719.1_15749	LOC100650936
lcl|NC_015773.1_mrna_XM_012315089.2_15750	LOC100650936
lcl|NC_015773.1_mrna_XM_012315074.2_15751	LOC100650936
lcl|NC_015773.1_mrna_XM_012315092.2_15752	LOC100650936
lcl|NC_015773.1_mrna_XM_020865722.1_15753	LOC100650936
lcl|NC_015773.1_mrna_XM_012315087.2_15754	LOC100650936
lcl|NC_015773.1_mrna_XM_012315086.2_15755	LOC100650936
lcl|NC_015773.1_mrna_XM_020865720.1_15756	LOC100650936
lcl|NC_015773.1_mrna_XM_020865721.1_15757	LOC100650936
lcl|NC_015773.1_mrna_XM_003399795.3_15758	LOC100650936
lcl|NC_015773.1_mrna_XM_012315077.2_15759	LOC100650936
lcl|NC_015773.1_mrna_XM_012315081.2_15760	LOC100650936
lcl|NC_015773.1_mrna_XM_012315084.2_15761	LOC100650936
lcl|NC_015773.1_mrna_XM_012315082.2_15762	LOC100650936
lcl|NC_015773.1_mrna_XM_012315080.2_15763	LOC100650936
lcl|NC_015773.1_mrna_XM_020865723.1_15764	LOC100650936
lcl|NC_015773.1_mrna_XM_020865724.1_15765	LOC100650574
lcl|NC_015773.1_mrna_XM_003399792.3_15766	LOC100650574
lcl|NC_015773.1_mrna_XM_020865717.1_15767	LOC100650455
lcl|NC_015773.1_mrna_XM_003399791.3_15768	LOC100650337
lcl|NC_015773.1_mrna_XM_012315071.2_15769	LOC100650215
lcl|NC_015773.1_miscrna_XR_001099228.2_15770	LOC100650215
lcl|NC_015773.1_mrna_XM_012315070.2_15771	LOC100650215
lcl|NC_015773.1_mrna_XM_012315072.2_15772	LOC100650215
lcl|NC_015773.1_mrna_XM_012315066.2_15773	LOC100650093
lcl|NC_015773.1_mrna_XM_003399789.3_15774	LOC100650093
lcl|NC_015773.1_mrna_XM_012315067.2_15775	LOC100650093
lcl|NC_015773.1_mrna_XM_012315068.2_15776	LOC100650093
lcl|NC_015773.1_mrna_XM_012315065.1_15777	LOC100650093
lcl|NC_015773.1_mrna_XM_012315064.2_15778	LOC100649894
lcl|NC_015773.1_ncrna_XR_002308256.1_15779	LOC110119759
lcl|NC_015773.1_mrna_XM_003399786.3_15780	LOC100649704
lcl|NC_015773.1_mrna_XM_012315063.2_15781	LOC105666353
lcl|NC_015773.1_mrna_XM_012315061.2_15782	LOC100649590
lcl|NC_015773.1_mrna_XM_003399784.3_15783	LOC100649465
lcl|NC_015773.1_mrna_XM_003399783.3_15784	LOC100649347
lcl|NC_015773.1_mrna_XM_012315060.2_15785	LOC100649109
lcl|NC_015773.1_mrna_XM_003399776.3_15786	LOC100648606
lcl|NC_015773.1_mrna_XM_003399775.3_15787	LOC100648486
lcl|NC_015773.1_mrna_XM_020865943.1_15788	LOC100648486
lcl|NC_015773.1_mrna_XM_012315058.2_15789	LOC100648797
lcl|NC_015773.1_mrna_XM_012315057.2_15790	LOC100648911
lcl|NC_015773.1_mrna_XM_003399779.3_15791	LOC100648911
lcl|NC_015773.1_mrna_XM_012315056.2_15792	LOC100648911
lcl|NC_015773.1_mrna_XM_012315055.2_15793	LOC100648911
lcl|NC_015773.1_mrna_XM_020865948.1_15794	LOC100648178
lcl|NC_015773.1_mrna_XM_020865947.1_15795	LOC100648178
lcl|NC_015773.1_mrna_XM_012315051.2_15796	LOC100648178
lcl|NC_015773.1_mrna_XM_012315050.2_15797	LOC100648178
lcl|NC_015773.1_mrna_XM_020865945.1_15798	LOC100648178
lcl|NC_015773.1_mrna_XM_012315049.2_15799	LOC100648178
lcl|NC_015773.1_mrna_XM_020865946.1_15800	LOC100648178
lcl|NC_015773.1_mrna_XM_012315048.2_15801	LOC100648178
lcl|NC_015773.1_mrna_XM_020865949.1_15802	LOC100648178
lcl|NC_015773.1_mrna_XM_003399782.3_15803	LOC100649227
lcl|NC_015773.1_mrna_XM_012315046.2_15804	LOC100648372
lcl|NC_015773.1_mrna_XM_012315044.2_15805	LOC100647871
lcl|NC_015773.1_mrna_XM_003399770.3_15806	LOC100647871
lcl|NC_015773.1_mrna_XM_012315045.2_15807	LOC100647871
lcl|NC_015773.1_mrna_XM_003399768.3_15808	LOC100647749
lcl|NC_015773.1_mrna_XM_020865950.1_15809	LOC100647749
lcl|NC_015773.1_mrna_XM_003399767.3_15810	LOC100647635
lcl|NC_015773.1_mrna_XM_012315041.2_15811	LOC100647635
lcl|NC_015773.1_mrna_XM_003399766.3_15812	LOC100647514
lcl|NC_015773.1_mrna_XM_012315040.2_15813	LOC100647392
lcl|NC_015773.1_mrna_XM_003399765.3_15814	LOC100647392
lcl|NC_015773.1_mrna_XM_003399764.3_15815	LOC100647232
lcl|NC_015773.1_mrna_NM_001280899.1_15816	F3
lcl|NC_015773.1_mrna_NM_001280901.1_15817	F2
lcl|NC_015773.1_mrna_NM_001280904.1_15818	F1
lcl|NC_015773.1_mrna_XM_020866018.1_15819	LOC105666352
lcl|NC_015773.1_mrna_XM_012315035.2_15820	LOC105666351
lcl|NC_015773.1_mrna_XM_012315036.2_15821	LOC105666351
lcl|NC_015773.1_mrna_XM_020866081.1_15822	LOC105666351
lcl|NC_015773.1_mrna_XM_020866080.1_15823	LOC105666351
lcl|NC_015773.1_mrna_XM_020866082.1_15824	LOC100646874
lcl|NC_015773.1_mrna_XM_012315037.2_15825	LOC100646874
lcl|NC_015773.1_mrna_XM_020866083.1_15826	LOC100646632
lcl|NC_015773.1_mrna_XM_003399758.3_15827	LOC100646514
lcl|NC_015773.1_mrna_XM_003399757.3_15828	LOC100646388
lcl|NC_015773.1_mrna_XM_012315028.2_15829	LOC100646268
lcl|NC_015773.1_mrna_XM_012315033.2_15830	LOC100646268
lcl|NC_015773.1_mrna_XM_012315032.2_15831	LOC100646268
lcl|NC_015773.1_mrna_XM_012315026.2_15832	LOC100651136
lcl|NC_015773.1_mrna_XM_012315024.2_15833	LOC100651136
lcl|NC_015773.1_mrna_XM_012315022.2_15834	LOC100646035
lcl|NC_015773.1_mrna_XM_003399754.3_15835	LOC100646035
lcl|NC_015773.1_mrna_XM_012315023.2_15836	LOC100646035
lcl|NC_015773.1_mrna_XM_020865738.1_15837	LOC100651015
lcl|NC_015773.1_mrna_XM_020865739.1_15838	LOC100651015
lcl|NC_015773.1_mrna_XM_012315021.2_15839	LOC100651015
lcl|NC_015773.1_mrna_XM_012315016.2_15840	LOC100645921
lcl|NC_015773.1_mrna_XM_012315017.2_15841	LOC100645921
lcl|NC_015773.1_mrna_XM_003399753.3_15842	LOC100645921
lcl|NC_015773.1_mrna_XM_012315018.2_15843	LOC100645921
lcl|NC_015773.1_mrna_XM_012315014.2_15844	LOC100645921
lcl|NC_015773.1_mrna_XM_020865736.1_15845	LOC100645921
lcl|NC_015773.1_trna_15846	TRNAG-UCC
lcl|NC_015773.1_mrna_XM_003399949.3_15847	LOC100650897
lcl|NC_015773.1_mrna_XM_003399752.3_15848	LOC100645805
lcl|NC_015773.1_mrna_XM_012315013.2_15849	LOC100645805
lcl|NC_015773.1_mrna_XM_012315012.2_15850	LOC100645570
lcl|NC_015773.1_mrna_XM_012315011.2_15851	LOC100645462
lcl|NC_015773.1_mrna_XM_003399749.3_15852	LOC100645462
lcl|NC_015773.1_mrna_XM_012315010.2_15853	LOC100645342
lcl|NC_015773.1_mrna_XM_020866015.1_15854	LOC100645342
lcl|NC_015773.1_mrna_XM_012315008.2_15855	LOC100645212
lcl|NC_015773.1_mrna_XM_012315005.2_15856	LOC100645212
lcl|NC_015773.1_mrna_XM_020866014.1_15857	LOC100645212
lcl|NC_015773.1_mrna_XM_012315007.2_15858	LOC100645212
lcl|NC_015773.1_mrna_XM_020866008.1_15859	LOC100645212
lcl|NC_015773.1_mrna_XM_020866012.1_15860	LOC100645212
lcl|NC_015773.1_mrna_XM_020866009.1_15861	LOC100645212
lcl|NC_015773.1_mrna_XM_020866011.1_15862	LOC100645212
lcl|NC_015773.1_mrna_XM_020866010.1_15863	LOC100645212
lcl|NC_015773.1_mrna_XM_012315004.2_15864	LOC100645212
lcl|NC_015773.1_mrna_XM_020866013.1_15865	LOC100645212
lcl|NC_015773.1_mrna_XM_012314996.2_15866	LOC100644938
lcl|NC_015773.1_mrna_XM_012314989.2_15867	LOC100644938
lcl|NC_015773.1_mrna_XM_012314990.2_15868	LOC100644938
lcl|NC_015773.1_mrna_XM_020865776.1_15869	LOC100644938
lcl|NC_015773.1_mrna_XM_012314997.2_15870	LOC100644938
lcl|NC_015773.1_mrna_XM_003399746.3_15871	LOC100644938
lcl|NC_015773.1_mrna_XM_020865777.1_15872	LOC100644938
lcl|NC_015773.1_mrna_XM_012314995.2_15873	LOC100644938
lcl|NC_015773.1_mrna_XM_003399742.3_15874	LOC100644457
lcl|NC_015773.1_mrna_XM_012314986.2_15875	LOC100650780
lcl|NC_015773.1_mrna_XM_012314982.2_15876	LOC100650780
lcl|NC_015773.1_mrna_XM_012314988.2_15877	LOC100650780
lcl|NC_015773.1_mrna_XM_012314983.2_15878	LOC100650780
lcl|NC_015773.1_mrna_XM_020865779.1_15879	LOC100650780
lcl|NC_015773.1_mrna_XM_020865780.1_15880	LOC100650780
lcl|NC_015773.1_mrna_XM_012314987.2_15881	LOC100650780
lcl|NC_015773.1_mrna_XM_012314977.2_15882	LOC105666350
lcl|NC_015773.1_mrna_XM_012314981.2_15883	LOC105666350
lcl|NC_015773.1_mrna_XM_012314979.2_15884	LOC105666350
lcl|NC_015773.1_mrna_XM_012314980.2_15885	LOC105666350
lcl|NC_015773.1_mrna_XM_012314976.2_15886	LOC100644574
lcl|NC_015773.1_mrna_XM_012314975.2_15887	LOC100644574
lcl|NC_015773.1_mrna_XM_003399745.3_15888	LOC100644818
lcl|NC_015773.1_mrna_XM_003399744.3_15889	LOC100644692
lcl|NC_015773.1_mrna_XM_012314974.2_15890	LOC100644692
lcl|NC_015773.1_mrna_XM_012314971.2_15891	LOC100644692
lcl|NC_015773.1_mrna_XM_012314972.2_15892	LOC100644692
lcl|NC_015773.1_mrna_XM_012314973.2_15893	LOC100644692
lcl|NC_015773.1_mrna_XM_020865784.1_15894	LOC100650536
lcl|NC_015773.1_mrna_XM_003399741.3_15895	LOC100644340
lcl|NC_015773.1_mrna_XM_003399738.3_15896	LOC100643822
lcl|NC_015773.1_ncrna_XR_002308245.1_15897	LOC110119746
lcl|NC_015773.1_mrna_XM_020865783.1_15898	LOC100643822
lcl|NC_015773.1_mrna_XM_020865782.1_15899	LOC100643822
lcl|NC_015773.1_mrna_XM_020865781.1_15900	LOC100643822
lcl|NC_015773.1_mrna_XM_012314967.2_15901	LOC100643822
lcl|NC_015773.1_mrna_XM_012314968.2_15902	LOC100643822
lcl|NC_015773.1_mrna_XM_012314965.2_15903	LOC100643822
lcl|NC_015773.1_mrna_XM_003399739.3_15904	LOC100643949
lcl|NC_015773.1_mrna_XM_003399733.3_15905	LOC100643255
lcl|NC_015773.1_mrna_XM_003399734.2_15906	LOC100643255
lcl|NC_015773.1_mrna_XM_003399735.3_15907	LOC100643459
lcl|NC_015773.1_ncrna_XR_002308244.1_15908	LOC110119745
lcl|NC_015773.1_mrna_XM_003399731.3_15909	LOC100643011
lcl|NC_015773.1_mrna_XM_003399737.3_15910	LOC100643706
lcl|NC_015773.1_mrna_XM_012314962.2_15911	LOC100643132
lcl|NC_015773.1_mrna_XM_003399740.3_15912	LOC100644073
lcl|NC_015773.1_mrna_XM_012314960.2_15913	LOC100642896
lcl|NC_015773.1_mrna_XM_012314961.2_15914	LOC100642896
lcl|NC_015773.1_mrna_XM_020865786.1_15915	LOC105666369
lcl|NC_015773.1_mrna_XM_020865787.1_15916	LOC105666369
lcl|NC_015773.1_mrna_XM_003399729.3_15917	LOC100642770
lcl|NC_015773.1_mrna_XM_012314957.2_15918	LOC100642651
lcl|NC_015773.1_mrna_XM_012314959.2_15919	LOC100642651
lcl|NC_015773.1_mrna_XM_012314958.2_15920	LOC100642651
lcl|NC_015773.1_mrna_XM_020865785.1_15921	LOC100642651
lcl|NC_015773.1_miscrna_XR_001099225.2_15922	LOC100642532
lcl|NC_015773.1_mrna_XM_003399727.3_15923	LOC100642532
lcl|NC_015773.1_mrna_XM_012314955.2_15924	LOC100642532
lcl|NC_015773.1_mrna_XM_003399723.3_15925	LOC100652133
lcl|NC_015773.1_mrna_XM_012314954.2_15926	LOC100652133
lcl|NC_015773.1_mrna_XM_003399722.3_15927	LOC100652133
lcl|NC_015773.1_mrna_XM_020865953.1_15928	LOC100652133
lcl|NC_015773.1_mrna_XM_020865955.1_15929	LOC100642414
lcl|NC_015773.1_mrna_XM_020865956.1_15930	LOC100642414
lcl|NC_015773.1_mrna_XM_012314951.2_15931	LOC100642294
lcl|NC_015773.1_mrna_XM_012314952.2_15932	LOC100642294
lcl|NC_015773.1_mrna_XM_012314950.2_15933	LOC100642294
lcl|NC_015773.1_mrna_XM_012314953.2_15934	LOC100642294
lcl|NC_015773.1_mrna_XM_012314947.2_15935	LOC100642294
lcl|NC_015773.1_mrna_XM_020865954.1_15936	LOC100642294
lcl|NC_015773.1_mrna_XM_003399711.3_15937	LOC100650297
lcl|NC_015773.1_ncrna_XR_002308262.1_15938	LOC110119764
lcl|NC_015773.1_mrna_XM_003399699.3_15939	LOC100631073
lcl|NC_015773.1_mrna_XM_003399709.3_15940	LOC100650170
lcl|NC_015773.1_mrna_XM_012314946.2_15941	LOC100648529
lcl|NC_015773.1_mrna_XM_012314945.2_15942	LOC100648529
lcl|NC_015773.1_mrna_XM_003399697.3_15943	LOC100648529
lcl|NC_015773.1_mrna_XM_012314939.2_15944	LOC100648293
lcl|NC_015773.1_mrna_XM_003399695.3_15945	LOC100648293
lcl|NC_015773.1_mrna_XM_020865959.1_15946	LOC100648293
lcl|NC_015773.1_mrna_XM_020865957.1_15947	LOC100648293
lcl|NC_015773.1_mrna_XM_020865958.1_15948	LOC100648293
lcl|NC_015773.1_mrna_XM_003399708.3_15949	LOC100650051
lcl|NC_015773.1_mrna_XM_012314942.2_15950	LOC100650051
lcl|NC_015773.1_mrna_XM_012314941.2_15951	LOC100650051
lcl|NC_015773.1_mrna_XM_003399702.3_15952	LOC100649346
lcl|NC_015773.1_mrna_XM_020865964.1_15953	LOC100649346
lcl|NC_015773.1_mrna_XM_020865963.1_15954	LOC100649346
lcl|NC_015773.1_miscrna_XR_002308261.1_15955	LOC100649346
lcl|NC_015773.1_mrna_XM_020865965.1_15956	LOC100649346
lcl|NC_015773.1_mrna_XM_020865960.1_15957	LOC100649346
lcl|NC_015773.1_mrna_XM_012314935.2_15958	LOC100649346
lcl|NC_015773.1_mrna_XM_020865961.1_15959	LOC100649346
lcl|NC_015773.1_mrna_XM_020865962.1_15960	LOC100649346
lcl|NC_015773.1_mrna_XM_012314936.2_15961	LOC100649346
lcl|NC_015773.1_mrna_XM_003399717.3_15962	LOC100651258
lcl|NC_015773.1_mrna_XM_012314934.2_15963	LOC100648876
lcl|NC_015773.1_mrna_XM_012314928.2_15964	LOC100649703
lcl|NC_015773.1_mrna_XM_003399705.3_15965	LOC100649703
lcl|NC_015773.1_miscrna_XR_001099222.2_15966	LOC100649703
lcl|NC_015773.1_ncrna_XR_002308263.1_15967	LOC110119765
lcl|NC_015773.1_mrna_XM_012314933.2_15968	LOC100649703
lcl|NC_015773.1_mrna_XM_020865966.1_15969	LOC100649703
lcl|NC_015773.1_mrna_XM_012314930.2_15970	LOC100649703
lcl|NC_015773.1_mrna_XM_012314921.2_15971	LOC100649108
lcl|NC_015773.1_mrna_XM_020865969.1_15972	LOC100649108
lcl|NC_015773.1_mrna_XM_012314920.2_15973	LOC100649108
lcl|NC_015773.1_mrna_XM_003399700.3_15974	LOC100649108
lcl|NC_015773.1_mrna_XM_012314923.2_15975	LOC100649108
lcl|NC_015773.1_mrna_XM_020865970.1_15976	LOC100649108
lcl|NC_015773.1_mrna_XM_012314922.2_15977	LOC100649108
lcl|NC_015773.1_mrna_XM_012314926.1_15978	LOC100649820
